Booth Number	Latitude	Longitude	Search	Settlement Number	Source
286	31.7930555	34.6617148	אליעזר בן הורקנוס 18 אשדוד	70	Quant
287	31.7687771	34.6367275	תפוז 5 אשדוד	70	Quant
284	31.7930555	34.6617148	אליעזר בן הורקנוס 18 אשדוד	70	Quant
288	31.7687771	34.6367275	תפוז 5 אשדוד	70	Quant
289	31.76676089999999	34.6314607	שהם 2 אשדוד	70	Quant
290	31.7829317	34.6605969	ראש פינה 13 אשדוד	70	Quant
291	31.787555	34.6540834	מבוא השרביטן 8 אשדוד	70	Quant
292	31.787555	34.6540834	מבוא השרביטן 8 אשדוד	70	Quant
293	31.7972932	34.6396791	הצוללים אשדוד	70	Quant
294	31.76676089999999	34.6314607	שהם 2 אשדוד	70	Quant
295	31.7687771	34.6367275	תפוז 5 אשדוד	70	Quant
296	31.7895729	34.6623922	"רשב""י אשדוד"	70	Quant
298	31.7903277	34.6466749	העצמאות 63 אשדוד	70	Quant
297	31.7833011	34.6322234	הרי גולן 4 אשדוד	70	Quant
299	31.7833011	34.6322234	הרי גולן 4 אשדוד	70	Quant
300	31.8014291	34.66422530000001	חטיבת הנגב אשדוד	70	Quant
301	31.7751206	34.6374546	שבט בנימין 19 אשדוד	70	Quant
306	31.7823173	34.6625143	פתח תקווה 10, אשדוד	70	Google
1	31.4461574	34.6667974	אשבול	71	Quant
1	32.447837	34.955101	גן שמואל 10 גן שמואל	72	Quant
2	32.447837	34.955101	גן שמואל 10 גן שמואל	72	Quant
1	32.700292	34.982716	עין הוד	74	Quant
1	33.242078	35.574142	כפר גלעדי	76	Quant
1	33.021115	35.576732	איילת השחר	77	Quant
2	33.021115	35.576732	איילת השחר	77	Quant
1	31.809913	35.120842	קרית ענבים	78	Quant
1	32.69907	35.577551	דגניה ב'	79	Quant
1	32.690807	35.19609	נהלל	80	Quant
2	32.690807	35.19609	נהלל, נהלל	80	Google
1	32.555856	35.3928713	עין חרוד (מאוחד)	82	Quant
2	32.556806	35.392995	עין חרוד (מאוחד), עין חרוד (מאוחד)	82	Google
1	32.556704	35.398914	תל יוסף	84	Quant
1	32.566949	35.360888	כפר יחזקאל	85	Quant
1	32.56653000000001	35.37216	גבע	86	Quant
1	32.563099	35.391666	עין חרוד (איחוד)	89	Quant
2	32.563099	35.391666	עין חרוד (איחוד), עין חרוד (איחוד)	89	Google
1	32.518729	35.426247	חפצי-בה	90	Quant
1	32.663419	35.259861	גיניגר	92	Quant
1	32.629988	35.296281	בלפוריה	94	Quant
1	32.516357	35.430499	בית אלפא	95	Quant
2	32.516357	35.430499	בית אלפא, בית אלפא	95	Google
1	32.741532	35.076826	יגור	96	Quant
2	32.741532	35.076826	יגור, יגור	96	Google
3	32.741532	35.076826	יגור	96	Quant
1	32.6047	35.3081	מרחביה (מושב)	97	Quant
1	32.1697198	34.8961304	"הזית כפר מל""ל"	98	Quant
1	30.6111064	34.8024847	שד בן גוריון מצפה רמון	99	Quant
2	30.6066464	34.7989557	גנדי (רחבעם זאבי) 2 מצפה רמון	99	Quant
3	30.6066464	34.7989557	גנדי (רחבעם זאבי) 2 מצפה רמון	99	Quant
4	30.6066464	34.7989557	גנדי (רחבעם זאבי) 2 מצפה רמון	99	Quant
5	30.6066464	34.7989557	גנדי (רחבעם זאבי) 2 מצפה רמון	99	Quant
6	30.6066464	34.7989557	גנדי (רחבעם זאבי) 2 מצפה רמון	99	Quant
1	32.5912213	34.9710703	מאיר שפיה	102	Quant
1	32.657358	35.302478	תל עדשים	103	Quant
2	32.657358	35.302478	תל עדשים	103	Quant
1	32.649879	35.286404	מזרע	104	Quant
2	32.649879	35.286404	מזרע, מזרע	104	Google
1	32.644579	35.289278	כפר גדעון 1 כפר גדעון	106	Quant
1	31.675669	34.612311	כפר סילבר	107	Quant
1	32.752262	35.094212	כפר חסידים א'	112	Quant
1	32.54894100000001	35.271637	אדירים	113	Quant
1	32.3842896	34.8702249	כוכב הים 12 חופית	115	Quant
2	32.3842896	34.8702249	כוכב הים 12, חופית	115	Google
1	32.7020738	35.166523	הארז 48 רמת ישי	122	Quant
2	32.7020738	35.166523	הארז 48 רמת ישי	122	Quant
3	32.703377	35.15796820000001	הפרגים 19 רמת ישי	122	Quant
4	32.7020738	35.166523	הארז 48 רמת ישי	122	Quant
5	32.7020738	35.166523	הארז 48 רמת ישי	122	Quant
6	32.703377	35.15796820000001	הפרגים 19 רמת ישי	122	Quant
7	32.7020738	35.166523	הארז 48 רמת ישי	122	Quant
8	32.7020738	35.166523	הארז 48 רמת ישי	122	Quant
9	32.7022288	35.1653114	הארז 48, רמת ישי	122	Google
1	32.663059	35.224755	שריד	126	Quant
2	32.663059	35.224755	שריד	126	Quant
1	31.7403163	35.2178825	רמת רחל	127	Quant
1	32.0675717	34.8808768	הברוש 3 גת רימון	128	Quant
1	32.610063	35.14267299999999	משמר העמק	130	Quant
2	32.610063	35.14267299999999	משמר העמק	130	Quant
1	32.646048	35.193078	כפר ברוך	132	Quant
1	32.67656	35.213151	גבת	133	Quant
2	32.67656	35.213151	גבת, גבת	133	Google
1	32.675932	35.229119	יפעת 1 יפעת	134	Quant
2	32.675932	35.229119	יפעת 1 יפעת	134	Quant
1	32.678991	35.20403599999999	רמת דוד	135	Quant
1	32.461917	35.00673	עין שמר	139	Quant
2	32.461917	35.00673	עין שמר, עין שמר	139	Google
1	32.681639	35.151976	כפר יהושע	140	Quant
2	32.681639	35.151976	כפר יהושע	140	Quant
1	32.5421401	35.2652592	ברק	141	Quant
1	32.69756	35.141315	שדה יעקב	142	Quant
1	32.689296	35.574062	בית זרע	143	Quant
1	31.878777	34.798901	גן שלמה	144	Quant
1	32.558844	35.24443	גדיש	145	Quant
1	32.553	35.264	דבורה	146	Quant
1	31.86661	34.802254	גבעת ברנר	147	Quant
2	31.86661	34.802254	גבעת ברנר	147	Quant
3	31.86661	34.802254	גבעת ברנר	147	Quant
1	32.2544522	34.9191465	הדקל 64 תל מונד	154	Quant
2	32.2573007	34.9168079	השקמה 5 תל מונד	154	Quant
3	32.2633295	34.8460547	החצב 1 תל מונד	154	Quant
4	32.2605511	34.9222371	הדקל 109 תל מונד	154	Quant
5	32.2508452	34.9184857	הדקל 31 תל מונד	154	Quant
6	32.2508452	34.9184857	הדקל 31 תל מונד	154	Quant
7	32.2544522	34.9191465	הדקל 64 תל מונד	154	Quant
8	32.2544522	34.9191465	הדקל 64 תל מונד	154	Quant
9	32.2508452	34.9184857	הדקל 31 תל מונד	154	Quant
10	32.2508452	34.9184857	הדקל 31 תל מונד	154	Quant
11	32.2573007	34.9168079	השקמה 5 תל מונד	154	Quant
12	32.2633295	34.8460547	החצב 1 תל מונד	154	Quant
13	32.2633295	34.8460547	החצב 1 תל מונד	154	Quant
14	32.2633295	34.8460547	החצב 1 תל מונד	154	Quant
15	32.2508452	34.9184857	הדקל 31 תל מונד	154	Quant
16	32.2604363	34.9220142	הדקל 109, תל מונד	154	Google
1	31.737127	34.72557	באר טוביה	155	Quant
2	31.737127	34.72557	באר טוביה, באר טוביה	155	Google
1	31.91579999999999	34.768097	עיינות	156	Quant
1	32.264467	34.930705	עין ורד	157	Quant
2	32.264467	34.930705	עין ורד	157	Quant
1	31.883208	34.859237	נען	158	Quant
2	31.883208	34.859237	נען	158	Quant
1	31.93598519999999	34.7779705	דרך המיסדים 1 בית חנן	159	Quant
1	31.83215	34.881523	חולדה	160	Quant
1	32.2557437	34.9245455	חירות	162	Quant
2	32.2557437	34.9245455	חירות	162	Quant
1	31.716336	34.761356	תימורים	163	Quant
1	32.563149	35.237528	מלאה	164	Quant
1	32.568982	35.244896	ניר יפה	165	Quant
2	31.790162	34.7573859	דרך יצחק רבין 2 גן יבנה	166	Quant
3	31.7806804	34.6958706	מירון גן יבנה	166	Quant
4	31.790162	34.7573859	דרך יצחק רבין 2 גן יבנה	166	Quant
6	31.7835823	34.7078191	השופטים גן יבנה	166	Quant
7	31.7834926	34.6921782	חשמונאים גן יבנה	166	Quant
990	31.7835892	34.70782820000001	השופטים, גן יבנה	166	Google
1	31.7806804	34.6958706	מירון גן יבנה	166	Quant
5	31.7983613	34.7080077	בגין מנחם 7 גן יבנה	166	Quant
8	31.7834926	34.6921782	חשמונאים גן יבנה	166	Quant
9	31.79074499999999	34.706324	"צה""ל 26 גן יבנה"	166	Quant
10	31.7919108	34.6987323	א. צ. גרינברג 1 גן יבנה	166	Quant
11	31.790162	34.7573859	דרך יצחק רבין 2 גן יבנה	166	Quant
12	31.79074499999999	34.706324	"צה""ל 26 גן יבנה"	166	Quant
13	31.7983613	34.7080077	בגין מנחם 7 גן יבנה	166	Quant
14	31.79074499999999	34.706324	"צה""ל 26 גן יבנה"	166	Quant
15	31.7983613	34.7080077	בגין מנחם 7 גן יבנה	166	Quant
16	31.790162	34.7573859	דרך יצחק רבין 2 גן יבנה	166	Quant
17	31.7834926	34.6921782	חשמונאים גן יבנה	166	Quant
18	31.7806804	34.6958706	מירון גן יבנה	166	Quant
19	31.79074499999999	34.706324	"צה""ל 26 גן יבנה"	166	Quant
20	31.7919108	34.6987323	א. צ. גרינברג 1 גן יבנה	166	Quant
21	31.7806804	34.6958706	מירון גן יבנה	166	Quant
22	31.7919108	34.6987323	א. צ. גרינברג 1 גן יבנה	166	Quant
23	31.790162	34.7573859	דרך יצחק רבין 2 גן יבנה	166	Quant
24	31.79074499999999	34.706324	"צה""ל 26 גן יבנה"	166	Quant
25	31.7806804	34.6958706	מירון גן יבנה	166	Quant
26	31.7835823	34.7078191	השופטים גן יבנה	166	Quant
1	32.385871	34.939994	עין החורש	167	Quant
2	32.385871	34.939994	עין החורש, עין החורש	167	Google
1	32.3168512	34.93558420000001	שד מנחם בגין 20 כפר יונה	168	Quant
2	32.3127411	34.9305202	נחל פולג 2 כפר יונה	168	Quant
3	32.3151716	34.9382897	ההדרים 21 כפר יונה	168	Quant
4	32.3182224	34.9390983	האיריס 3 כפר יונה	168	Quant
5	32.31289	34.934763	הגלעד 3 כפר יונה	168	Quant
6	32.3122673	34.9382458	יקינטון 4 כפר יונה	168	Quant
7	32.3205386	34.9229654	גולני 1 כפר יונה	168	Quant
8	32.317926	34.9351135	הרצל 1 כפר יונה	168	Quant
9	32.3177237	34.9294418	סיגלון 7 כפר יונה	168	Quant
10	32.3173195	34.9321584	שרת כפר יונה	168	Quant
11	32.3127411	34.9305202	נחל פולג 2 כפר יונה	168	Quant
12	32.3144165	34.9291062	גבורי ישראל 22 כפר יונה	168	Quant
13	32.289114	34.945514	ההדרים כפר יונה	168	Quant
14	32.3151716	34.9382897	ההדרים 21 כפר יונה	168	Quant
16	32.3169741	34.930016	סיגלון 1 כפר יונה	168	Quant
15	32.3144165	34.9291062	גבורי ישראל 22 כפר יונה	168	Quant
17	32.3122673	34.9382458	יקינטון 4 כפר יונה	168	Quant
18	32.3144165	34.9291062	גבורי ישראל 22 כפר יונה	168	Quant
19	32.3228094	34.9252979	הגלעד 9 כפר יונה	168	Quant
20	32.3127411	34.9305202	נחל פולג 2 כפר יונה	168	Quant
21	32.3122673	34.9382458	יקינטון 4 כפר יונה	168	Quant
990	32.3151714	34.9382617	ההדרים 21, כפר יונה	168	Google
22	32.3220168	34.9379681	נעמי שמר 1 כפר יונה	168	Quant
23	32.3220168	34.9379681	נעמי שמר 1 כפר יונה	168	Quant
24	32.3144165	34.9291062	גבורי ישראל 22 כפר יונה	168	Quant
25	32.3159156	34.9479833	אהבת אדם כפר יונה	168	Quant
26	32.3120189	34.9388614	יקינטון 4, כפר יונה	168	Google
27	32.3136707	34.9462403	המשאלות 7, כפר יונה	168	Google
28	32.3219923	34.9356855	נעמי שמר 1, כפר יונה	168	Google
29	32.3231556	34.9256321	הגלעד 1, כפר יונה	168	Google
30	32.3136707	34.9462403	המשאלות 7, כפר יונה	168	Google
1	32.273945	34.965463	הראשונים כפר יעבץ	170	Quant
1	32.3026872	34.9135578	שבזי שלום פרדסיה	171	Quant
2	32.3061469	34.910591	החרצית 11 פרדסיה	171	Quant
3	32.3073667	34.91449679999999	"רמב""ם 35 פרדסיה"	171	Quant
4	32.3061469	34.910591	החרצית 11 פרדסיה	171	Quant
5	32.3073667	34.91449679999999	"רמב""ם 35 פרדסיה"	171	Quant
6	32.3056202	34.9070121	הרימון פרדסיה	171	Quant
7	32.3052067	34.91343579999999	"רמב""ם 36 פרדסיה"	171	Quant
8	32.3056202	34.9070121	הרימון פרדסיה	171	Quant
1	32.392148	34.929447	גבעת חיים (מאוחד)	173	Quant
2	32.392148	34.929447	גבעת חיים (מאוחד)	173	Quant
1	31.945689	34.775145	נטעים	174	Quant
1	32.350708	34.871229	אביחיל	175	Quant
2	32.3496536	34.8704098	הגדוד העברי 12 אביחיל	175	Quant
1	32.682757	35.576102	אפיקים	176	Quant
2	32.682757	35.576102	אפיקים	176	Quant
1	31.870475	34.826734	"כפר ביל""ו"	177	Quant
2	31.870475	34.826734	"כפר ביל""ו, כפר ביל""ו"	177	Google
1	32.793457	35.122208	רמת יוחנן	178	Quant
2	32.793457	35.122208	רמת יוחנן	178	Quant
1	32.0584275	34.8417207	"כפר אזר, כפר אז""ר"	180	Google
1	32.2806729	34.8837567	הבנים אבן יהודה	182	Quant
2	32.2743646	34.8929975	מכבי 4 אבן יהודה	182	Quant
3	32.2714517	34.8896974	ההסתדרות 18 אבן יהודה	182	Quant
4	32.265267	34.8819367	העצמאות 140 אבן יהודה	182	Quant
5	32.2713911	34.88655	הדקל 30 אבן יהודה	182	Quant
6	32.2695345	34.8864278	המיסדים 74 אבן יהודה	182	Quant
7	32.265267	34.8819367	העצמאות 140 אבן יהודה	182	Quant
990	32.265357	34.8814265	העצמאות 140, אבן יהודה	182	Google
8	32.2804051	34.8837424	שבזי 1, אבן יהודה	182	Google
9	32.265267	34.8819367	העצמאות 140 אבן יהודה	182	Quant
10	32.2695345	34.8864278	המיסדים 74 אבן יהודה	182	Quant
11	32.265267	34.8819367	העצמאות 140 אבן יהודה	182	Quant
12	32.2743646	34.8929975	מכבי 4 אבן יהודה	182	Quant
13	32.2804051	34.8837424	שבזי 1, אבן יהודה	182	Google
14	32.265267	34.8819367	העצמאות 140 אבן יהודה	182	Quant
15	32.265267	34.8819367	העצמאות 140 אבן יהודה	182	Quant
1	32.1442328	34.8972368	הפרדס ירקונה	183	Quant
1	32.218313	34.93828999999999	רמת הכובש	184	Quant
2	32.218313	34.93828999999999	רמת הכובש, רמת הכובש	184	Google
1	32.37725229999999	34.8639322	נעורים	186	Quant
1	32.247721	34.935137	כפר הס	187	Quant
2	32.247721	34.935137	כפר הס	187	Quant
1	32.664808	35.582769	אשדות יעקב  (מאוחד)	188	Quant
1	32.482717	35.002063	כפר פינס	189	Quant
1	32.380541	34.875308	כפר ויתקין	190	Quant
2	32.380541	34.875308	כפר ויתקין	190	Quant
1	32.349653	34.898945	הדר עם	191	Quant
1	32.701549	35.272956	כפר החורש	192	Quant
1	32.353857	34.90070900000001	כפר חיים	193	Quant
1	32.356305	34.904256	משמר השרון	194	Quant
1	32.2708939	34.9196674	הורדים 36 קדימה-צורן	195	Quant
2	32.275944	34.908497	קורצ'ק קדימה-צורן	195	Quant
3	32.2809643	34.9129313	הגולן 12 קדימה-צורן	195	Quant
4	32.271525	34.9127472	ההסתדרות 3 קדימה-צורן	195	Quant
5	32.275944	34.908497	קורצ'ק קדימה-צורן	195	Quant
990	32.284172	34.911049	קדימה הרצוג, קדימה	195	Google
6	32.2827952	34.9078644	הרצל 38 קדימה-צורן	195	Quant
7	32.271525	34.9127472	ההסתדרות 3 קדימה-צורן	195	Quant
8	32.2708939	34.9196674	הורדים 36 קדימה-צורן	195	Quant
9	32.2708939	34.9196674	הורדים 36 קדימה-צורן	195	Quant
11	32.28576870000001	34.9207874	חנקין 114 קדימה-צורן	195	Quant
101	32.2876748	34.9395776	דרך לב השרון צורן 2 קדימה-צורן	195	Quant
102	32.2876748	34.9395776	דרך לב השרון צורן 2 קדימה-צורן	195	Quant
103	32.2876748	34.9395776	דרך לב השרון צורן 2 קדימה-צורן	195	Quant
104	32.2876748	34.9395776	דרך לב השרון צורן 2 קדימה-צורן	195	Quant
105	32.2891275	34.9506774	ההדרים צורן 143 קדימה-צורן	195	Quant
10	32.2725288	34.9189239	הורדים 57 קדימה-צורן	195	Quant
12	32.2827952	34.9078644	הרצל 38 קדימה-צורן	195	Quant
106	32.291838	34.936224	שושנת העמקים צורן 1 קדימה-צורן	195	Quant
107	32.2891275	34.9506774	ההדרים צורן 143 קדימה-צורן	195	Quant
108	32.291838	34.936224	שושנת העמקים צורן 1 קדימה-צורן	195	Quant
13	32.2879295	34.93958569999999	דרך לב השרון צורן 1 קדימה-צורן	195	Quant
14	32.2809643	34.9129313	הגולן 12 קדימה-צורן	195	Quant
15	32.271525	34.9127472	ההסתדרות 3 קדימה-צורן	195	Quant
16	32.2827952	34.9078644	הרצל 38 קדימה-צורן	195	Quant
1	31.888767	34.800368	המייסדים גיבתון	196	Quant
1	32.364197	34.905733	מעברות	197	Quant
2	32.364197	34.905733	מעברות	197	Quant
1	32.1911952	34.9219994	הקשת 1 צופית	198	Quant
2	32.1911952	34.9219994	הקשת 1 צופית	198	Quant
1	32.65877	35.579637	אשדות יעקב  (איחוד)	199	Quant
1	32.381729	34.863507	בית ינאי	200	Quant
1	31.921287	34.774905	בית עובד	202	Quant
1	32.379953	34.907632	אלישיב	204	Quant
1	32.38907	34.924252	חגלה	205	Quant
1	32.1656194	34.8865919	בית העם רמות השבים	206	Quant
2	32.1656194	34.8865919	בית העם רמות השבים	206	Quant
1	32.16758	34.875514	"גבעת ח""ן"	207	Quant
1	31.7956389	35.1522536	מעון הרופא מוצא עילית	208	Quant
2	31.79247659999999	35.1589653	מעלה הארז 18 מוצא עילית	208	Quant
1	32.486513	34.983892	משמרות	213	Quant
1	32.391037	34.910917	"כפר הרא""ה"	217	Quant
2	32.391037	34.910917	"כפר הרא""ה"	217	Quant
1	32.151752	34.902597	בית העם גני עם	218	Quant
1	32.397995	34.911931	חיבת ציון	219	Quant
1	32.8213914	35.0871179	מיכאל 25 כפר ביאליק	220	Quant
1	32.484427	35.010069	עין עירון	223	Quant
1	32.3555068	34.8566196	האשל 1 שושנת העמקים	224	Quant
1	32.465007	34.999047	גן השומרון	225	Quant
1	32.0610135	34.8734654	הרי יהודה 29 גני תקווה	229	Quant
2	32.057602	34.8767067	הגליל 22 גני תקווה	229	Quant
3	32.057695	34.876908	הגליל 22, גני תקווה	229	Google
4	32.0657981	34.8728467	דרך המלך 6 גני תקווה	229	Quant
5	32.0657981	34.8728467	דרך המלך 6 גני תקווה	229	Quant
6	32.064399	34.8770967	דרך הים 3 גני תקווה	229	Quant
7	32.0574201	34.874873	הגליל 39 גני תקווה	229	Quant
8	32.0581642	34.8672366	סמ תבור 9 גני תקווה	229	Quant
9	32.0574201	34.874873	הגליל 39 גני תקווה	229	Quant
10	32.0590212	34.8801839	הכרמל 20 גני תקווה	229	Quant
11	32.0610135	34.8734654	הרי יהודה 29 גני תקווה	229	Quant
12	32.0657981	34.8728467	דרך המלך 6 גני תקווה	229	Quant
13	32.0581642	34.8672366	סמ תבור 9 גני תקווה	229	Quant
14	32.0590212	34.8801839	הכרמל 20 גני תקווה	229	Quant
15	32.0590212	34.8801839	הכרמל 20 גני תקווה	229	Quant
16	32.0581642	34.8672366	סמ תבור 9 גני תקווה	229	Quant
20	32.0641559	34.8777494	דרך הים 3, גני תקווה	229	Google
21	32.0641559	34.8777494	דרך הים 3, גני תקווה	229	Google
990	32.057695	34.876908	הגליל 22, גני תקווה	229	Google
