סמל ועדה,ברזל,שם ישוב,סמל ישוב,קלפי,lon,lat,Address,ריכוז,שופט,בזב,מצביעים,פסולים,כשרים,אמת,ג,ודעם,ז,זכ,זן,זץ,טב,י,יז,ינ,יף,יק,כ,כי,כף,ל,מחל,מרצ,נ,נך,נץ,פה,ףז,צ,צן,ץ,ק,קך,קץ,רק,שס
9,4119,אום אל-פחם,2710,28,35.148529,32.517127,אום אל-פחם,30,0,782,370,5,365,3,0,353,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0
9,4120,אום אל-פחם,2710,29,35.1505818,32.5320144,אום אל-פחם 1 אום אל-פחם,25,0,702,295,7,288,0,0,279,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,1,1
9,4121,אום אל-פחם,2710,30,35.141062,32.533037,שכ עין איברהים אום אל-פחם,7,0,643,308,3,305,1,0,291,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,3,0,0,0,5,0,0,0,0,0,0,0,0,0
9,4122,אום אל-פחם,2710,31,35.142063,32.510051,שכ עין ג'ראר אום אל-פחם,21,0,577,327,2,325,0,0,315,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,2,0,0,0,1,0,0,0,1,0,1,0,0,0
9,4123,אום אל-פחם,2710,32.1,35.148529,32.517127,שכ ע'רבי אום אל-פחם,13,0,620,285,4,281,4,0,271,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1
9,4124,אום אל-פחם,2710,32.2,35.148529,32.517127,שכ ע'רבי אום אל-פחם,13,0,620,302,4,298,1,0,285,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6,0,1,0,2,0,0,0,0,0,0,0,1,0
9,4125,אום אל-פחם,2710,32.3,35.148529,32.517127,שכ ע'רבי אום אל-פחם,13,0,620,351,0,351,2,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,1,0,1,0,0,1
9,4126,אום אל-פחם,2710,33,35.148529,32.517127,שכ עראק אלשבאב אום אל-פחם,8,0,578,364,7,357,3,0,339,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,1,0,4,0,1,0,0,1,0,0,1,0
9,4127,אום אל-פחם,2710,34,35.148529,32.517127,שכ אלגזלאת 1 אום אל-פחם,26,0,513,287,1,286,1,0,265,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,0,1,0,5,0,0,0,0,3,1,0,0,0
9,4128,אום אל-פחם,2710,35,35.148529,32.517127,שכ אלכלאיל אום אל-פחם,3,0,652,294,0,294,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,2
9,4129,אום אל-פחם,2710,36,35.155223,32.512929,שכ אלמלסא אום אל-פחם,16,0,654,327,3,324,0,0,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
9,4130,אום אל-פחם,2710,39,35.1593242,32.5190775,שכ ג'דוע אום אל-פחם,12,0,573,272,6,266,2,0,247,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,8,0,2,0,4,0,0,0,0,0,0,0,0,0
9,4131,אום אל-פחם,2710,41,35.148529,32.517127,שכ אלעיון אום אל-פחם,28,0,690,432,3,429,1,0,411,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,1,0,6,1,0,0,0,1,0,0,0,0
9,4132,אום אל-פחם,2710,42,35.142063,32.510051,שכ עין ג'ראר אום אל-פחם,29,0,763,364,2,362,0,0,349,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,6,0,0,0,0,1,2,0,0,0
9,4133,אום אל-פחם,2710,43,35.141062,32.533037,שכ עין איברהים אום אל-פחם,7,0,614,493,1,492,1,0,486,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0
9,4134,אום אל-פחם,2710,44,35.148529,32.517127,שכ אלעיון אום אל-פחם,28,0,626,279,2,277,0,0,273,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9,4135,אום אל-פחם,2710,45,35.148529,32.517127,שכ אלבאטן אום אל-פחם,5,0,741,399,7,392,3,0,379,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,3,0,0,0,0,0,0,0,0,1
9,4136,אום אל-פחם,2710,46,35.148529,32.517127,שכ אלבאטן אום אל-פחם,5,0,584,306,6,300,1,0,292,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0
9,4137,אום אל-פחם,2710,47,35.1593242,32.5190775,שכ ג'דוע אום אל-פחם,12,0,670,286,2,284,1,0,275,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0
9,4138,אום אל-פחם,2710,48,35.155223,32.512929,שכ אלמלסא אום אל-פחם,16,0,755,360,5,355,1,0,341,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,1,3,0,1,0,0,0,0,0,0,1,0,0
9,4139,אום אל-פחם,2710,49,35.142063,32.510051,שכ עין ג'ראר אום אל-פחם,29,0,589,313,3,310,0,0,294,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0
9,4140,אום אל-פחם,2710,50,35.142063,32.510051,שכ עין ג'ראר אום אל-פחם,17,0,721,383,2,381,0,0,373,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,2,0,0,0,0,1,1,0,0,0
9,4141,אום אל-פחם,2710,51,35.148529,32.517127,שכ אלכלאיל אום אל-פחם,3,0,639,317,4,313,1,0,300,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,5,0,0,0,0,0,0,0,0,0
9,4142,אום אל-פחם,2710,53,35.148529,32.517127,שכ עין אלנבי אום אל-פחם,4,0,547,287,1,286,0,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,3,0,0,0,0,0,0,0,0,0
9,4143,אום אל-פחם,2710,54,35.148529,32.517127,שכ עין אלנבי אום אל-פחם,4,0,527,296,2,294,0,0,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0
9,4144,אום אל-פחם,2710,55,35.148529,32.517127,שכ עראק אלשבאב אום אל-פחם,8,0,590,220,1,219,1,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
9,4145,אום אל-פחם,2710,56,35.148529,32.517127,שכ עין אלנבי אום אל-פחם,4,0,589,303,4,299,0,0,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0
9,3778,אום אל-קוטוף,2024,1,35.059149,32.468084,אום אל-קוטוף,1,0,708,510,4,506,1,0,414,0,0,0,0,0,0,0,0,0,0,0,18,1,1,4,35,0,0,0,8,0,1,0,0,3,0,0,0,20
18,9821,אום בטין,1358,1,34.8829215,31.27674369999999,אום בטין,1,0,672,358,4,354,0,0,328,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,5,0,13,0,0,0,0,0,0,0,0,1
18,9822,אום בטין,1358,2,34.8829215,31.27674369999999,אום בטין,1,0,624,366,2,364,4,0,338,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,6,0,9,0,0,0,0,0,1,0,0,1
18,9823,אום בטין,1358,3,34.8829215,31.27674369999999,אום בטין,1,0,664,365,5,360,0,0,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,9,0,16,2,0,0,0,0,0,0,1,1
5,1567,אומן,1108,1,35.24,32.56,אומן,1,0,355,221,0,221,7,4,0,0,0,0,0,9,0,0,0,0,0,0,0,4,40,114,0,0,0,0,32,0,0,0,0,0,0,0,0,11
10,4687,אומץ,680,1,34.993129,32.369216,אומץ,1,0,512,399,0,399,43,0,0,0,1,0,13,7,0,0,0,0,0,0,0,2,7,48,38,0,0,0,237,0,0,0,0,0,0,0,0,3
18,9284,אופקים,31,1,34.6180795,31.3205183,קבוץ גלויות 5 אופקים,4,0,382,215,2,213,19,1,0,0,0,0,0,9,0,0,0,0,0,0,1,6,6,109,0,0,0,0,10,0,0,0,0,0,0,0,0,52
18,9285,אופקים,31,2,34.6186184,31.311928,"צה""ל 4 אופקים",1,0,639,356,7,349,19,22,1,1,0,0,0,12,0,0,0,0,0,0,0,9,20,149,2,0,0,0,25,0,0,0,0,0,0,0,0,89
18,9286,אופקים,31,3,34.61864,31.3151245,"הפלמ""ח 1 אופקים",6,0,484,320,1,319,12,12,1,1,0,0,1,29,0,3,0,0,0,0,0,12,11,157,1,0,0,0,29,0,0,0,0,0,0,0,0,50
18,9287,אופקים,31,4,34.6173752,31.3128141,גולומב אופקים,2,0,533,352,5,347,28,5,0,0,0,0,2,15,0,0,0,0,0,0,0,13,27,140,6,0,0,0,25,0,1,0,0,0,0,0,0,85
18,9288,אופקים,31,5,34.6169945,31.3187577,הנשיא אופקים,7,0,480,232,3,229,8,2,0,0,0,0,1,7,0,0,0,1,0,0,0,6,51,93,1,1,1,0,31,0,0,0,0,0,0,0,0,26
18,9289,אופקים,31,6.1,34.6144746,31.3131474,קבוץ גלויות 85 אופקים,11,0,556,318,0,318,13,5,0,0,1,0,0,17,0,0,0,0,0,0,0,11,41,152,1,0,1,0,30,0,1,0,0,0,0,0,0,45
18,9290,אופקים,31,6.2,34.6144746,31.3131474,קבוץ גלויות 85 אופקים,11,0,556,310,0,310,13,8,0,1,0,0,1,35,0,1,0,0,0,0,0,15,30,127,0,0,0,0,31,0,1,0,0,0,0,0,0,47
18,9291,אופקים,31,6.3,34.6144746,31.3131474,קבוץ גלויות 85 אופקים,11,0,556,310,8,302,9,2,0,0,0,0,0,11,0,0,0,0,0,0,1,7,66,135,2,0,0,0,33,0,1,0,0,1,0,1,0,33
18,9292,אופקים,31,7,34.6186184,31.311928,"צה""ל 4 אופקים",1,0,636,320,3,317,11,5,0,0,0,0,0,10,0,0,0,0,0,0,0,10,59,151,1,0,0,0,15,1,1,1,0,0,0,0,0,52
18,9293,אופקים,31,9,34.6173752,31.3128141,גולומב אופקים,2,0,640,348,8,340,26,5,4,1,0,0,0,18,0,0,0,0,0,0,0,10,30,168,0,1,0,0,38,0,0,0,0,1,0,0,0,38
18,9294,אופקים,31,10,34.6252725,31.3054043,רבי עקיבא 12 אופקים,16,0,604,465,7,458,1,120,1,0,0,0,0,1,0,0,0,0,0,0,0,1,14,53,0,0,0,0,6,0,0,0,0,1,0,0,1,259
18,9295,אופקים,31,11,34.62315210000001,31.3074487,חפץ חיים 26 אופקים,3,0,548,456,6,450,2,192,0,0,0,0,0,7,0,0,0,0,0,0,0,3,4,36,0,0,0,0,6,0,0,0,0,1,0,0,0,199
18,9296,אופקים,31,12,34.62315210000001,31.3074487,חפץ חיים 26 אופקים,3,0,729,596,4,592,3,245,0,0,0,0,0,2,0,0,0,0,0,0,0,11,11,37,0,0,0,0,4,0,0,0,0,0,0,0,0,279
18,9297,אופקים,31,13,34.6246731,31.3086228,"החיד""א אופקים",12,0,509,386,3,383,19,70,0,0,0,0,1,13,0,1,0,0,0,0,0,17,8,141,1,0,0,0,22,0,0,0,1,0,0,0,0,89
18,9298,אופקים,31,14,34.6236184,31.3084322,עמרם בן דיואן 4 אופקים,8,0,566,485,3,482,1,315,0,0,0,0,0,6,0,0,0,0,0,0,0,2,3,39,0,0,0,0,6,0,0,0,0,0,0,0,0,110
18,9299,אופקים,31,15,34.6236184,31.3084322,עמרם בן דיואן 4 אופקים,8,0,530,389,2,387,2,126,0,0,0,0,0,3,0,1,0,0,0,0,0,10,19,64,1,0,0,0,11,0,6,0,0,0,0,0,0,144
18,9300,אופקים,31,16,34.6157321,31.314784,יהודה הלוי 16 אופקים,17,0,686,319,8,311,5,8,0,0,0,0,2,16,0,0,0,0,0,0,0,2,95,134,1,1,0,0,25,0,0,0,0,0,0,0,0,22
18,9301,אופקים,31,17,34.6296178,31.3029884,דרך הטייסים 903 אופקים,15,1,764,486,4,482,21,2,0,1,0,0,1,37,1,1,0,0,0,0,0,14,33,264,2,0,0,0,30,0,0,0,0,0,1,0,0,74
18,9302,אופקים,31,20,34.622824,31.311337,הרב יעקב הורוביץ 1 אופקים,18,0,536,491,4,487,4,264,0,0,0,0,0,10,0,0,0,0,0,0,0,8,2,24,1,0,0,0,3,0,0,0,0,0,0,0,0,171
18,9303,אופקים,31,21,34.6206364,31.3058167,דרך הטייסים 4 אופקים,9,0,577,306,2,304,17,2,0,1,0,0,0,11,0,0,0,0,1,0,0,8,74,107,3,0,0,0,34,0,0,0,0,0,0,0,0,46
18,9304,אופקים,31,22,34.6206364,31.3058167,דרך הטייסים 4 אופקים,9,1,508,368,3,365,40,29,0,0,0,0,1,21,0,0,0,0,0,0,0,9,6,155,0,0,0,0,35,0,0,0,0,0,0,0,0,69
18,9305,אופקים,31,23,34.624884,31.3010828,קרית ספר 12 אופקים,10,0,712,447,6,441,19,5,0,0,0,0,2,9,0,1,0,0,0,0,0,9,75,201,2,0,0,0,67,0,0,0,0,0,0,0,0,51
18,9306,אופקים,31,24,34.6206364,31.3058167,דרך הטייסים 4 אופקים,9,0,703,438,7,431,26,18,0,0,0,0,0,24,0,0,0,0,0,0,0,9,57,194,2,0,0,0,43,0,0,0,0,0,0,0,1,57
18,9307,אופקים,31,25.1,34.6188071,31.3021016,צאלון 1 אופקים,13,0,551,346,2,344,14,1,1,0,0,0,1,18,0,0,0,0,0,0,0,10,38,177,1,0,0,0,34,0,1,0,0,0,0,0,0,48
18,9308,אופקים,31,25.2,34.6188071,31.3021016,צאלון 1 אופקים,13,0,551,340,2,338,12,6,1,0,0,0,0,30,0,0,0,0,0,0,0,10,45,164,2,0,0,0,30,0,0,0,0,0,0,0,0,38
18,9309,אופקים,31,25.3,34.6188071,31.3021016,צאלון 1 אופקים,13,0,551,343,6,337,15,11,0,0,0,0,0,12,0,0,0,0,0,0,0,9,74,142,3,1,0,0,44,0,0,0,0,0,0,0,0,26
18,9310,אופקים,31,26,34.6186184,31.311928,"צה""ל 4 אופקים",1,0,534,290,0,290,10,2,0,0,0,0,0,8,0,1,0,0,0,0,0,15,33,118,0,0,0,0,24,0,0,0,0,0,0,0,0,79
18,9311,אופקים,31,28,34.6252725,31.3054043,רבי עקיבא 12 אופקים,16,1,750,524,5,519,2,131,0,1,0,0,0,3,0,0,0,0,0,0,1,8,26,91,4,1,0,0,15,0,1,0,0,0,0,1,0,234
18,9312,אופקים,31,30,34.6246731,31.3086228,"החיד""א אופקים",12,0,609,485,3,482,7,148,0,0,0,0,0,24,0,0,0,0,0,0,0,22,7,102,0,0,0,0,30,1,0,0,0,0,0,0,0,141
18,9313,אופקים,31,31,34.6206364,31.3058167,דרך הטייסים 4 אופקים,9,0,753,543,3,540,36,30,0,0,0,0,0,25,0,0,0,0,0,0,0,12,19,270,6,0,0,0,39,0,0,0,0,0,0,0,0,103
18,9314,אופקים,31,32,34.624884,31.3010828,קרית ספר 12 אופקים,10,0,513,350,0,350,13,1,1,0,0,0,0,16,0,0,0,0,0,0,0,7,60,162,1,0,0,0,39,0,0,0,0,1,0,0,0,49
18,9315,אופקים,31,33,34.62315210000001,31.3074487,חפץ חיים 26 אופקים,3,0,510,445,6,439,2,242,0,0,0,0,0,4,0,0,0,0,0,0,0,2,15,30,2,0,0,0,1,0,0,0,0,0,0,0,0,141
18,9316,אופקים,31,34,34.6157321,31.314784,יהודה הלוי 16 אופקים,17,0,674,408,1,407,18,3,0,0,0,0,0,56,0,1,0,0,0,0,0,11,27,201,1,0,0,0,29,0,0,0,0,0,0,0,0,60
18,9317,אופקים,31,35,34.625538,31.3008255,קרית ספר 10 אופקים,14,0,707,473,3,470,15,9,0,0,0,0,0,16,0,0,0,0,0,0,0,9,78,242,1,0,0,0,53,0,1,0,0,0,0,0,0,46
18,9318,אופקים,31,36,34.6296178,31.3029884,דרך הטייסים 903 אופקים,15,0,686,538,4,534,15,51,2,1,0,0,1,44,1,0,0,0,0,0,0,33,34,219,5,0,0,0,50,0,0,0,0,0,0,1,0,77
18,9319,אופקים,31,37,34.6296178,31.3029884,דרך הטייסים 903 אופקים,15,0,590,438,3,435,11,104,0,0,0,0,0,27,0,0,0,0,0,0,0,15,18,138,0,0,0,0,33,0,1,0,0,0,0,0,0,88
3,1117,אור הגנוז,1294,1,35.446736,33.005183,אור הגנוז,1,0,272,183,1,182,0,81,0,0,0,0,0,2,0,0,0,0,0,0,0,21,0,21,0,0,0,0,2,0,0,0,0,0,0,0,0,55
17,9046,אור הנר,67,1,34.602305,31.556197,אור הנר,1,0,614,473,1,472,97,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,22,23,50,0,0,0,274,0,0,0,0,0,0,0,0,0
16,8326,אור יהודה,2400,1,34.8644212,32.0259822,שד הבנים 10 אור יהודה,7,0,476,274,1,273,4,2,0,0,0,0,0,4,0,1,0,0,0,0,0,4,4,181,3,0,0,0,24,0,0,0,0,0,0,0,0,46
16,8327,אור יהודה,2400,2,34.8644212,32.0259822,שד הבנים 10 אור יהודה,7,0,639,469,8,461,11,8,0,1,0,0,1,5,1,0,0,0,0,0,0,11,14,252,1,0,0,0,45,0,0,0,1,1,0,0,0,109
16,8328,אור יהודה,2400,3,34.86275699999999,32.0318178,אדם יקותיאל 19 אור יהודה,5,0,575,368,1,367,10,2,1,0,0,0,1,2,0,0,0,0,0,0,0,4,12,174,3,0,0,0,54,0,0,0,0,0,0,0,0,104
16,8329,אור יהודה,2400,4,34.8644212,32.0259822,שד הבנים 10 אור יהודה,7,0,537,355,4,351,8,0,0,0,0,0,0,10,0,0,0,1,0,0,0,9,11,186,1,0,1,0,52,0,0,0,0,0,0,0,1,71
16,8330,אור יהודה,2400,5.1,34.8569756,32.0276804,שד בגין מנחם 99 אור יהודה,9,0,598,412,5,407,13,2,0,0,0,0,1,8,0,2,0,0,0,0,0,7,17,183,5,0,0,0,77,0,0,0,0,0,0,0,0,92
16,8331,אור יהודה,2400,5.2,34.8569756,32.0276804,שד בגין מנחם 99 אור יהודה,9,0,598,454,0,454,31,4,0,0,0,0,0,11,0,0,0,0,0,0,0,2,18,161,12,0,0,0,153,0,0,0,0,0,0,0,0,62
16,8332,אור יהודה,2400,5.3,34.8569756,32.0276804,שד בגין מנחם 99 אור יהודה,9,0,598,441,2,439,18,2,1,0,0,0,0,15,0,0,0,0,0,0,0,8,11,185,7,0,0,0,87,0,0,0,0,1,0,1,0,103
16,8333,אור יהודה,2400,5.4,34.8569756,32.0276804,שד בגין מנחם 99 אור יהודה,9,0,598,439,1,438,18,5,0,0,0,0,0,18,0,1,0,0,0,0,0,6,18,183,2,0,0,0,100,0,0,0,0,1,0,0,1,85
16,8334,אור יהודה,2400,5.5,34.8569756,32.0276804,שד בגין מנחם 99 אור יהודה,9,0,598,430,3,427,20,2,0,1,0,0,0,10,0,1,0,0,0,0,0,9,13,211,4,0,0,0,105,0,0,0,0,0,0,0,0,51
16,8335,אור יהודה,2400,5.6,34.8569756,32.0276804,שד בגין מנחם 99 אור יהודה,9,0,597,406,5,401,21,2,0,0,0,0,0,16,0,0,0,0,0,0,0,8,14,166,6,0,0,0,111,0,0,0,0,0,0,0,0,57
16,8336,אור יהודה,2400,6,34.861091,32.025237,כצנלסון 18 אור יהודה,57,0,463,293,5,288,5,5,1,0,0,0,1,5,0,0,0,0,0,0,0,6,7,145,0,0,0,0,34,0,0,0,0,1,0,0,0,78
16,8337,אור יהודה,2400,7,34.8542421,32.0270419,סקלאר 1 אור יהודה,8,0,585,403,7,396,13,11,0,0,0,0,0,11,0,0,0,0,0,0,0,10,9,210,1,0,0,0,38,0,1,0,0,0,0,0,0,92
16,8338,אור יהודה,2400,9,34.8542421,32.0270419,סקלאר 1 אור יהודה,8,0,629,417,2,415,11,2,0,0,0,0,0,9,0,0,0,0,0,0,0,2,11,242,4,3,1,0,32,0,0,0,0,0,0,1,0,97
16,8339,אור יהודה,2400,10,34.8451049,32.0297376,הדדי משה 9 אור יהודה,4,0,710,495,1,494,19,3,0,0,0,0,1,25,0,1,0,0,0,0,0,17,10,273,3,0,0,0,54,0,1,0,0,0,0,0,0,87
16,8340,אור יהודה,2400,12,34.864452,32.0293079,החצב 3 אור יהודה,10,0,518,362,5,357,7,4,0,0,0,0,0,15,0,0,0,0,0,0,0,7,9,172,4,0,0,0,40,0,0,0,0,0,0,0,1,98
16,8341,אור יהודה,2400,13,34.8608676,32.0252847,כצנלסון 17 אור יהודה,58,0,502,337,4,333,9,15,1,0,0,0,0,7,0,0,0,0,0,0,0,4,9,166,2,0,0,0,48,0,0,0,0,1,0,0,0,71
16,8342,אור יהודה,2400,15,34.8542421,32.0270419,סקלאר 1 אור יהודה,8,0,556,335,3,332,11,3,0,0,1,0,1,8,0,0,0,1,1,0,2,1,1,191,2,0,0,0,54,0,1,0,0,0,0,0,0,54
16,8343,אור יהודה,2400,16,34.8449006,32.0300655,החצב 9 אור יהודה,55,0,554,373,5,368,16,3,0,1,0,0,0,15,0,0,0,0,0,0,0,3,11,199,1,1,0,0,56,0,0,0,0,0,0,0,1,61
16,8344,אור יהודה,2400,17,34.86275699999999,32.0318178,אדם יקותיאל 19 אור יהודה,5,0,624,363,2,361,10,3,0,0,0,0,0,10,0,1,0,0,0,0,0,5,24,196,3,0,0,0,38,0,0,0,0,0,0,0,0,71
16,8345,אור יהודה,2400,18.1,34.86230949999999,32.0267082,ירושלים 9 אור יהודה,2,1,688,412,10,402,12,4,1,0,0,0,0,15,0,0,0,0,0,0,0,0,8,228,1,0,0,0,24,0,0,0,0,0,0,0,0,109
16,8346,אור יהודה,2400,18.2,34.86230949999999,32.0267082,ירושלים 9 אור יהודה,2,0,688,453,7,446,9,8,0,0,0,0,0,10,0,0,0,0,0,0,0,10,11,214,6,0,1,0,38,0,1,1,0,0,0,0,0,137
16,8347,אור יהודה,2400,18.3,34.86230949999999,32.0267082,ירושלים 9 אור יהודה,2,0,688,446,4,442,7,8,0,0,0,0,0,14,0,0,1,0,0,0,0,9,12,253,3,0,0,0,43,0,0,0,0,0,0,0,0,92
16,8348,אור יהודה,2400,20,34.8637226,32.0301996,סמטת במעלה 15 אור יהודה,3,0,488,300,3,297,7,2,0,0,1,0,0,2,0,1,0,0,0,0,0,3,9,150,4,0,0,0,22,0,0,0,0,0,0,0,0,96
16,8349,אור יהודה,2400,21,34.8515938,32.0264918,המעפילים 4 אור יהודה,16,0,629,426,4,422,12,4,0,0,0,0,0,10,0,0,1,0,0,0,0,11,4,176,3,0,0,0,45,1,3,0,0,0,1,0,1,150
16,8350,אור יהודה,2400,22,34.8683566,32.0322058,איריס 9 אור יהודה,54,0,608,399,5,394,26,2,0,0,0,0,0,21,0,0,0,0,0,0,0,10,7,161,8,0,0,0,92,0,0,0,0,0,1,0,0,66
16,8351,אור יהודה,2400,23,34.864452,32.0293079,החצב 3 אור יהודה,10,0,474,302,2,300,17,1,0,0,0,0,0,16,0,0,0,0,0,0,0,3,8,166,0,0,0,0,34,0,0,0,0,0,0,0,0,55
16,8352,אור יהודה,2400,24,34.8637226,32.0301996,סמטת במעלה 15 אור יהודה,3,0,508,325,7,318,8,5,0,0,0,0,1,7,0,1,0,0,0,0,0,2,10,149,3,0,0,0,40,0,0,0,0,0,0,0,1,91
16,8353,אור יהודה,2400,27,34.8571364,32.0331493,שיזף 3 אור יהודה,1,0,582,439,2,437,24,2,0,0,0,0,0,14,1,0,0,0,0,0,0,5,17,143,22,0,0,0,183,0,0,0,0,0,0,0,0,26
16,8354,אור יהודה,2400,29,34.86275699999999,32.0318178,אדם יקותיאל 19 אור יהודה,5,0,697,506,4,502,40,1,2,0,0,0,0,15,0,0,0,0,1,0,0,9,16,168,16,0,0,0,184,0,0,0,0,0,0,0,0,50
16,8355,אור יהודה,2400,30,34.8542421,32.0270419,סקלאר 1 אור יהודה,8,0,555,366,3,363,2,1,0,0,0,0,0,7,0,0,0,0,0,0,0,5,2,181,0,1,0,0,35,0,1,0,0,0,0,1,0,127
16,8356,אור יהודה,2400,31,34.8451049,32.0297376,הדדי משה 9 אור יהודה,4,0,659,449,2,447,22,2,0,0,0,0,0,28,0,0,0,0,1,0,0,11,5,230,5,0,0,0,42,0,0,0,0,0,0,0,0,101
16,8357,אור יהודה,2400,32,34.8571364,32.0331493,שיזף 3 אור יהודה,1,0,548,400,0,400,22,3,1,0,0,0,0,11,0,0,0,0,0,0,0,1,10,145,11,0,0,0,170,1,1,0,0,0,0,0,0,24
16,8358,אור יהודה,2400,33,34.8571364,32.0331493,שיזף 3 אור יהודה,1,0,492,364,2,362,30,2,0,1,0,0,0,14,0,0,0,0,0,0,0,2,13,137,9,0,0,0,129,0,0,0,0,0,0,0,0,25
16,8359,אור יהודה,2400,35,34.8571364,32.0331493,שיזף 3 אור יהודה,1,0,552,422,0,422,27,1,0,0,0,0,0,16,0,0,0,0,0,0,0,6,14,170,15,0,0,0,135,1,0,0,0,0,0,0,0,37
16,8360,אור יהודה,2400,36,34.8637226,32.0301996,סמטת במעלה 15 אור יהודה,3,0,736,548,6,542,19,2,0,0,0,0,0,23,0,0,0,0,0,0,0,14,25,223,10,0,0,0,127,0,0,0,0,0,1,0,0,98
16,8361,אור יהודה,2400,37,34.8725541,32.0273613,ניצן 2 אור יהודה,52,0,572,470,0,470,14,15,0,0,0,0,1,13,0,0,0,0,0,0,0,7,14,246,3,0,0,0,105,0,0,0,0,0,0,0,0,52
16,8362,אור יהודה,2400,38,34.8451049,32.0297376,הדדי משה 9 אור יהודה,4,0,536,423,1,422,15,7,0,1,0,0,0,23,0,0,0,1,0,0,0,4,5,230,3,0,0,0,64,0,0,0,0,0,0,0,0,69
16,8363,אור יהודה,2400,40,34.8725541,32.0273613,ניצן 2 אור יהודה,52,0,664,463,4,459,21,5,0,1,0,0,0,22,0,1,0,0,0,0,0,17,9,243,4,0,0,0,67,0,0,0,0,0,0,0,1,68
16,8364,אור יהודה,2400,41,34.8571364,32.0331493,שיזף 3 אור יהודה,1,0,509,392,2,390,31,0,0,0,0,0,0,16,0,0,0,0,0,0,0,5,18,150,10,0,0,0,142,0,0,0,0,0,0,0,0,18
16,8365,אור יהודה,2400,43.1,34.8451049,32.0297376,הדדי משה 9 אור יהודה,11,0,470,340,1,339,8,2,0,0,0,0,0,6,0,0,0,0,0,0,0,10,3,200,5,0,0,0,37,0,1,0,0,0,1,1,0,65
16,8366,אור יהודה,2400,43.2,34.8451049,32.0297376,הדדי משה 9 אור יהודה,11,0,470,344,6,338,11,1,0,0,0,0,0,12,0,0,0,0,0,0,0,12,10,182,7,0,0,0,36,0,0,0,0,0,1,0,0,66
16,8367,אור יהודה,2400,43.3,34.8451049,32.0297376,הדדי משה 9 אור יהודה,11,0,469,330,4,326,11,0,0,0,0,0,0,17,0,0,0,0,0,0,0,11,3,172,6,1,0,0,63,0,0,0,0,0,0,0,0,42
16,8368,אור יהודה,2400,44,34.8725541,32.0273613,ניצן 2 אור יהודה,52,0,550,420,5,415,8,11,0,1,0,0,0,13,0,2,0,0,0,0,0,5,10,257,3,0,0,0,49,0,0,0,0,1,0,0,0,55
16,8369,אור יהודה,2400,45,34.8571364,32.0331493,שיזף 3 אור יהודה,1,0,536,412,0,412,28,1,0,0,0,0,1,19,0,0,0,0,0,0,0,4,20,156,9,0,0,0,160,0,0,0,0,0,0,0,0,14
